Fold,Accuracy,Macro F1,Weighted F1,Macro AUC,N Train,N Val
1,0.853,0.8545282142093115,0.8545282142093115,0.97432,4000,1000
2,0.875,0.8768418875247015,0.8768418875247014,0.9785387499999999,4000,1000
3,0.882,0.8823713909937732,0.8823713909937732,0.9773825,4000,1000
4,0.874,0.8737683180151545,0.8737683180151546,0.97944125,4000,1000
5,0.865,0.8660394702585922,0.866039470258592,0.9746825000000001,4000,1000

Consistency Metrics
Metric,Mean,Std,Min,Max,Range
accuracy,0.8698,0.009987992791347027,0.853,0.882,0.029000000000000026
macro_f1,0.8707098562003065,0.00966028398076138,0.8545282142093115,0.8823713909937732,0.027843176784461687
weighted_f1,0.8707098562003065,0.009660283980761394,0.8545282142093115,0.8823713909937732,0.027843176784461687
macro_auc,0.976873,0.0020467691919217267,0.97432,0.97944125,0.005121250000000077
